#Organism Name,Organism Groups,Size(Mb),Chromosomes,Organelles,Plasmids,Assemblies
Himantopus himantopus,Eukaryota;Animals;Birds,1116.81,0,0,0,1
Hirundo rustica,Eukaryota;Animals;Birds,1213.74,0,0,0,1
Junco hyemalis,Eukaryota;Animals;Birds,958.315,0,0,0,1
Lepidothrix coronata,Eukaryota;Animals;Birds,1079.58,0,0,0,1
Leptosomus discolor,Eukaryota;Animals;Birds,1136.24,0,0,0,1
Limosa lapponica,Eukaryota;Animals;Birds,1034.77,0,0,0,1
Lonchura striata,Eukaryota;Animals;Birds,1060.17,0,1,0,1
Lyrurus tetrix,Eukaryota;Animals;Birds,657.025,0,0,0,1
Manacus vitellinus,Eukaryota;Animals;Birds,1213.15,0,0,0,2
Meleagris gallopavo,Eukaryota;Animals;Birds,1128.34,32,1,0,1
Melopsittacus undulatus,Eukaryota;Animals;Birds,1117.37,0,1,0,1
Merops nubicus,Eukaryota;Animals;Birds,1062.96,0,0,0,1
Mesitornis unicolor,Eukaryota;Animals;Birds,1087.29,0,0,0,1
Mixornis gularis,Eukaryota;Animals;Birds,1036.1,0,0,0,1
Nannopterum auritus,Eukaryota;Animals;Birds,1246.05,0,0,0,1
Nannopterum brasilianus,Eukaryota;Animals;Birds,1346.19,0,0,0,1
Nannopterum harrisi,Eukaryota;Animals;Birds,1202.99,0,0,0,1
Nestor notabilis,Eukaryota;Animals;Birds,1053.56,0,0,0,1
Nipponia nippon,Eukaryota;Animals;Birds,1223.86,0,1,0,1
Nothoprocta perdicaria,Eukaryota;Animals;Birds,965.904,0,0,0,1
Numida meleagris,Eukaryota;Animals;Birds,1043.26,31,1,0,1
Opisthocomus hoazin,Eukaryota;Animals;Birds,1203.71,0,0,0,1
Paradisaea raggiana,Eukaryota;Animals;Birds,1037.51,0,0,0,1
Paradisaea rubra,Eukaryota;Animals;Birds,1071.26,0,0,0,1
Parotia lawesii,Eukaryota;Animals;Birds,1056.92,0,0,0,1
Parus major,Eukaryota;Animals;Birds,1020.31,32,1,0,1
Passer domesticus,Eukaryota;Animals;Birds,1042.72,30,1,0,1
Patagioenas fasciata,Eukaryota;Animals;Birds,1089.15,0,0,0,1
Pelecanus crispus,Eukaryota;Animals;Birds,1160.92,0,0,0,1
Phaethon lepturus,Eukaryota;Animals;Birds,1152.96,0,0,0,1
Phalacrocorax carbo,Eukaryota;Animals;Birds,1138.97,0,0,0,1
Phoenicopterus ruber,Eukaryota;Animals;Birds,1132.18,0,0,0,1
Phylloscopus plumbeitarsus,Eukaryota;Animals;Birds,997.399,0,0,0,1
Phylloscopus trochiloides,Eukaryota;Animals;Birds,1003.33,0,0,0,2
Phylloscopus trochilus,Eukaryota;Animals;Birds,1066.52,0,0,0,1
Picoides pubescens,Eukaryota;Animals;Birds,1167.32,0,0,0,1
Podiceps cristatus,Eukaryota;Animals;Birds,1134.92,0,0,0,1
Pseudopodoces humilis,Eukaryota;Animals;Birds,1043,0,1,0,1
Psittacula krameri,Eukaryota;Animals;Birds,1417.81,0,0,0,1
Pterocles gutturalis,Eukaryota;Animals;Birds,1069.32,0,0,0,1
Pterocnemia pennata,Eukaryota;Animals;Birds,1168.29,0,0,0,1
Pygoscelis adeliae,Eukaryota;Animals;Birds,1216.62,0,1,0,3
Pygoscelis antarcticus,Eukaryota;Animals;Birds,1209.83,0,0,0,2
Pygoscelis papua,Eukaryota;Animals;Birds,1209.91,0,0,0,2
Rhea americana,Eukaryota;Animals;Birds,1160.84,0,0,0,1
Saxicola maurus,Eukaryota;Animals;Birds,1020.37,0,0,0,1
Serinus canaria,Eukaryota;Animals;Birds,1152.1,0,0,0,1
Setophaga coronata,Eukaryota;Animals;Birds,1171.93,0,0,0,1
Spheniscus humboldti,Eukaryota;Animals;Birds,1209.86,0,0,0,2
Spheniscus magellanicus,Eukaryota;Animals;Birds,1209.86,0,0,0,3
Spheniscus mendiculus,Eukaryota;Animals;Birds,1209.85,0,0,0,1
Sporophila hypoxantha,Eukaryota;Animals;Birds,1067.76,0,0,0,1
Strigops habroptila,Eukaryota;Animals;Birds,285.707,0,0,0,1
Strix occidentalis,Eukaryota;Animals;Birds,1255.54,0,0,0,1
Struthio camelus,Eukaryota;Animals;Birds,1225.04,0,1,0,1
Sturnus vulgaris,Eukaryota;Animals;Birds,1036.76,0,0,0,1
Syrmaticus mikado,Eukaryota;Animals;Birds,1066.43,0,0,0,1
Taeniopygia guttata,Eukaryota;Animals;Birds,1232.14,35,1,0,4
Tauraco erythrolophus,Eukaryota;Animals;Birds,1155.54,0,0,0,1
Tinamus guttatus,Eukaryota;Animals;Birds,1047.06,0,0,0,1
Tympanuchus cupido,Eukaryota;Animals;Birds,983.777,0,0,0,1
Tyto alba,Eukaryota;Animals;Birds,1120.14,0,0,0,1
Uria lomvia,Eukaryota;Animals;Birds,1179.36,0,0,0,1
Urile pelagicus,Eukaryota;Animals;Birds,1210.66,0,0,0,1
Zonotrichia albicollis,Eukaryota;Animals;Birds,1052.6,0,0,0,2
Zosterops lateralis,Eukaryota;Animals;Birds,1036,0,0,0,1
Acanthochaenus luetkenii,Eukaryota;Animals;Fishes,545.759,0,0,0,1
Acanthochromis polyacanthus,Eukaryota;Animals;Fishes,991.585,0,0,0,1
Ageneiosus marmoratus,Eukaryota;Animals;Fishes,1030,0,0,0,1
Amphilophus citrinellus,Eukaryota;Animals;Fishes,844.903,0,0,0,1
Amphiprion ocellaris,Eukaryota;Animals;Fishes,880.721,0,1,0,1
Amphiprion percula,Eukaryota;Animals;Fishes,908.956,24,1,0,1
Anabarilius grahami,Eukaryota;Animals;Fishes,991.887,0,0,0,1
Anabas testudineus,Eukaryota;Animals;Fishes,569.722,0,0,0,2
Anguilla anguilla,Eukaryota;Animals;Fishes,1018.7,0,0,0,1
Anguilla japonica,Eukaryota;Animals;Fishes,966.917,0,0,0,4
Anguilla rostrata,Eukaryota;Animals;Fishes,1413.03,0,1,0,1
Anoplopoma fimbria,Eukaryota;Animals;Fishes,699.326,0,0,0,1
Antennarius striatus,Eukaryota;Animals;Fishes,441.857,0,0,0,1
Arapaima gigas,Eukaryota;Animals;Fishes,661.279,0,0,0,1
Arctogadus glacialis,Eukaryota;Animals;Fishes,428.792,0,0,0,1
Astatotilapia calliptera,Eukaryota;Animals;Fishes,880.446,22,1,0,1
Astyanax mexicanus,Eukaryota;Animals;Fishes,1335.24,25,0,0,1
Austrofundulus limnaeus,Eukaryota;Animals;Fishes,866.963,0,0,0,1
Bathygadus melanobranchus,Eukaryota;Animals;Fishes,431.203,0,0,0,1
Benthosema glaciale,Eukaryota;Animals;Fishes,676.314,0,0,0,1
Beryx splendens,Eukaryota;Animals;Fishes,533.268,0,0,0,1
Betta splendens,Eukaryota;Animals;Fishes,456.232,0,0,0,1
Boleophthalmus pectinirostris,Eukaryota;Animals;Fishes,955.752,0,1,0,1
Boreogadus saida,Eukaryota;Animals;Fishes,412.07,0,0,0,1
Borostomias antarcticus,Eukaryota;Animals;Fishes,430.363,0,0,0,1
Bregmaceros cantori,Eukaryota;Animals;Fishes,1144.1,0,0,0,1
Brosme brosme,Eukaryota;Animals;Fishes,412.731,0,0,0,1
Brotula barbata,Eukaryota;Animals;Fishes,485.061,0,0,0,1
Callorhinchus milii,Eukaryota;Animals;Fishes,974.499,0,1,0,1
Carapus acus,Eukaryota;Animals;Fishes,387.834,0,0,0,1
Carassius auratus,Eukaryota;Animals;Fishes,1820.64,59,1,0,1
Chaenocephalus aceratus,Eukaryota;Animals;Fishes,623.452,0,0,0,1
Chatrabus melanurus,Eukaryota;Animals;Fishes,1128.44,0,0,0,1
Chiloscyllium plagiosum,Eukaryota;Animals;Fishes,3776.55,51,0,0,1
Chiloscyllium punctatum,Eukaryota;Animals;Fishes,3375.7,0,0,0,1
Chromis chromis,Eukaryota;Animals;Fishes,834.429,0,0,0,1
Clarias batrachus,Eukaryota;Animals;Fishes,0,0,0,0,0
Clupea harengus,Eukaryota;Animals;Fishes,807.712,0,1,0,2
Coryphaenoides rupestris,Eukaryota;Animals;Fishes,829.209,0,0,0,1
Cottus rhenanus,Eukaryota;Animals;Fishes,563.609,0,0,0,1
Cynoglossus semilaevis,Eukaryota;Animals;Fishes,470.199,22,1,0,1
Cyprinodon nevadensis,Eukaryota;Animals;Fishes,1011.85,0,0,0,1
Cyprinodon variegatus,Eukaryota;Animals;Fishes,1035.18,0,1,0,1
Cyprinus carpio,Eukaryota;Animals;Fishes,1713.66,50,1,0,2
Cyttopsis rosea,Eukaryota;Animals;Fishes,546.506,0,0,0,1
Danio rerio,Eukaryota;Animals;Fishes,1679.2,25,1,0,4
Danionella dracula,Eukaryota;Animals;Fishes,665.208,0,0,0,1
Dicentrarchus labrax,Eukaryota;Animals;Fishes,675.917,0,0,0,2
Electrophorus electricus,Eukaryota;Animals;Fishes,551.881,0,0,0,1
Eptatretus burgeri,Eukaryota;Animals;Fishes,2608.38,0,0,0,1
Esox lucius,Eukaryota;Animals;Fishes,904.497,25,1,0,1
Fundulus heteroclitus,Eukaryota;Animals;Fishes,1021.9,0,1,0,1
Gadiculus argenteus,Eukaryota;Animals;Fishes,396.767,0,0,0,1
Gadus chalcogrammus,Eukaryota;Animals;Fishes,448.868,0,0,0,1
Gadus morhua,Eukaryota;Animals;Fishes,824.311,0,0,0,2
Gambusia affinis,Eukaryota;Animals;Fishes,598.663,0,0,0,1
Gasterosteus aculeatus,Eukaryota;Animals;Fishes,446.611,0,0,0,1
Guentherus altivela,Eukaryota;Animals;Fishes,539.599,0,0,0,1
Haplochromis burtoni,Eukaryota;Animals;Fishes,831.412,0,0,0,1
Helostoma temminkii,Eukaryota;Animals;Fishes,599.808,0,0,0,1
Hippocampus comes,Eukaryota;Animals;Fishes,493.776,0,1,0,1
